nome,tmdb_id,biografia,data_nascita,luogo_nascita
Julie Taymor,16391,"Julie Taymor (born December 15, 1952) is an American director of theater, opera and film. Taymor's work has received many accolades from critics, and she has earned two Tony Awards out of four nominations, the Drama Desk Award for Outstanding Costume Design, an Emmy Award, and an Academy Award nomination for Original Song. She is widely known for directing the stage musical, The Lion King, for which she became the first woman to win the Tony Award for directing a musical, in addition to a Tony Award for Original Costume Design. She had been the director of the Broadway musical Spider-Man: Turn Off the Dark before leaving in March 2011, after four months of previews (the longest preview period for any show in Broadway history), following artistic differences with the producers.

Description above from the Wikipedia article Julie Taymor, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1952-12-15,"Newton, Massachusetts, USA"
Mathieu Kassovitz,,,,
John Gray,35155,,1958-01-18,"Brooklyn, New York, USA"
John Schultz,79656,"John Schultz is an American film director, screenwriter and producer.

John Schultz is an American film director, screenwriter, producer and former musician.

Schultz has directed such films as Bandwagon, Drive Me Crazy, Like Mike, When Zachary Beaver Came to Town, The Honeymooners Aliens in the Attic and Judy Moody and the Not Bummer Summer.

Description above from the Wikipedia article John Schultz, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1963-05-12,"New York, New York, USA"
Sean Penn,,,,
Susan Stroman,60129,"From Wikipedia, the free encyclopedia

Susan Stroman (born 17 October 1954) is an American theatre director, choreographer, film director, and performer.

Description above from the Wikipedia article Susan Stroman, licensed under CC-BY-SA, full list of contributors on Wikipedia.

​",1954-10-17,"Wilmington, Delaware, USA"
Simon Wincer,18254,"Simon Wincer (born 1943 in Sydney) is an Australian film director and film producer. He attended Cranbrook School, Bellevue Hill, Sydney from 1950 to 1961. On leaving school he worked as a stage hand at TV Station Channel 7. By the 1980s he directed over 200 hours of television. In 1986 he directed the made for TV movie The Last Frontier and also won a Christopher Award.

His most successful film to date is the 1993 film Free Willy.

Description above from the Wikipedia article Simon Wincer, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1943-01-01,"Sydney, New South Wales, Australia"
Billy Bob Thornton,,,,
Danny Pang,21905,"Danny Pang Phat is a Chinese film director, writer and editor who often works with his twin brother Oxide Pang Chun.",1965-01-01,"Hong Kong, China"
George P. Cosmatos,16566,"George Pan Cosmatos (January 4, 1941 in Florence, Italy - April 19, 2005 in Victoria, Canada) was a Greek/Italian film director. After studying film in London, he became assistant director to Otto Preminger on Exodus (1960), Leon Uris's epic about the birth of Israel. Thereafter he worked on Zorba the Greek (1964), in which Cosmatos had a small part as Boy with Acne. Cosmatos grew up in Egypt and Cyprus and is said to have spoken six languages. He was famous in Italy for the movies Rappresaglia (1973) with Marcello Mastroianni and The Cassandra Crossing (1976) with Sophia Loren. In 1979, he made the famous and successful World War II adventure movie Escape to Athena, starring a gigantic all star cast including Roger Moore, David Niven, Telly Savalas, Elliot Gould and Claudia Cardinale. Cosmatos was nominated for a 1985 Golden Raspberry Award for his role as director of Rambo: First Blood Part II starring Sylvester Stallone. He also directed another Stallone vehicle, Cobra, in 1986.

Late in his career, Cosmatos received more praise for Tombstone, a 1993 Western movie about Doc Holliday and Wyatt Earp. This film was particularly praised for the exceptional performance of Val Kilmer as Doc Holliday. After his death it was revealed by Tombstone star Kurt Russell that Cosmatos had ghost-directed the movie on Russell's behalf. Sylvester Stallone recommended Cosmatos after the departure of the first director, and informed Russell that Cosmatos had also ghost-directed Rambo: First Blood Part II on Stallone's behalf.

George P. Cosmatos died of lung cancer on April 19, 2005 at the age of 64.

Description above from the Wikipedia article George P. Cosmatos, licensed under CC-BY-SA, full list of contributors on Wikipedia",1941-01-04,"Florence, Tuscany, Italy"
Oliver Parker,56710,"From Wikipedia, the free encyclopedia.

Oliver Parker (born 6 September 1960) is an English film director.

Parker was born in London, the son of Lady Gillian, a writer and GP, and Sir Peter Parker, a railway executive. His brother is actor Nathaniel Parker.

Description above from the Wikipedia article Oliver Parker, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1960-09-06,"London, England, UK"
Lawrence Kasanoff,43518,"Lawrence Alan ""Larry"" Kasanoff (born June 1, 1959) is an American filmmaker who founded the Vestron Pictures genre subsidiary Lightning Pictures in 1986, Lightstorm Entertainment with James Cameron in 1990 and Threshold Entertainment in 1993. He is known for films such as the Mortal Kombat movie franchise including the 1995 Mortal Kombat, its sequel Mortal Kombat: Annihilation and its spin-off series Mortal Kombat: Defenders of the Realm and Mortal Kombat: Conquest. He also served as executive producer of the 2021 reboot. Some other films he has produced include Blood Diner, Blue Steel, True Lies, and Lego: The Adventures of Clutch Powers and directing the infamous animated box-office bomb, Foodfight!.

Description above from the Wikipedia article Lawrence Kasanoff, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1959-06-01,"Boston, Massachusetts, USA"
Ben Affleck,,,,
Brian Gibson,18069,"From Wikipedia, the free encyclopedia.

Brian Gibson (22 September 1944 — 4 January 2004) was an English film director.

Born in Reading, Berkshire, he studied Natural Sciences at St. Catharine's College, Cambridge graduating with an upper-second, and then History of Science at Darwin College, Cambridge. He intended to become a doctor, but became interested in journalism and edited Granta, the Cambridge University magazine.

After travelling in Turkey, Israel and Syria, Brian started at the BBC as a research assistant for Rene Cutforth's program, ""Europa."" He then produced several excellent editions of Horizon, a science TV magazine. Gibson received a BAFTA award and the 1975 Prix Italia for the ""Horizon"" episode Joey, based on ""Tongue tied"" the story of a brain-damaged child, by Joey Deacon who, in his adult life, found a handicapped friend to unlock his latent intellect.

After this he made The Billion Dollar Bubble, which introduced James Woods to British audiences, and Gossip from the Forest with John Shrapnel. He went on to direct Dennis Potter's Blue Remembered Hills with, among others, Colin Welland, Helen Mirren and John Bird, as well as Breaking Glass with Hazel O'Connor, Phil Daniels and Jonathan Pryce.

In Hollywood, he directed Poltergeist II and HBO specials which included biographies of Simon Wiesenthal and Josephine Baker. He followed up with the Tina Turner biopic, What's Love Got to Do with It, and The Juror. In 1998 he directed his last film, Still Crazy.

Gibson married the leading lady of his TV film ""The Josephine Baker Story"" Lynn Whitfield. They had a daughter named Grace Gibson and divorced in 1992. He remarried Paula Rae Gibson and had another daughter before he died of Ewing's sarcoma, a form of cancer, at his London home in 2004. He was 59 years old.

Description above from the Wikipedia article Brian Gibson (director), licensed under CC-BY-SA, full list of contributors on Wikipedia​",1944-09-22,"London, England, UK"
Ben Sharpsteen,11426,"Benjamin Sharpsteen was an American film director and producer for Disney. He was born on 4 November 1895 in Tacoma, Washington. He graduated from an agricultural college but gave up farming to join the Marines during World War II. He became an animator, joining the old International Film Company in New York, but soon joined Walt Diseny. He directed 31 films between 1920 and 1980. He also created a museum documenting the history of California's first millionaire, Sam Brannan, and the history of the Upper Napa Valley as well. He died in Napa County, California on 20 December  1980.",1895-11-04,"Tacoma, Washington, USA"
Michael Cimino,12114,"Michael Cimino (February 3, 1939 – July 2, 2016) was an American film director, screenwriter, and producer. He is best known for writing and directing The Deer Hunter and Heaven's Gate, the latter of which was initially poorly received before being re-assessed positively in subsequent decades.",1939-02-03,"New York City, New York, USA"
